,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
9579,Assault: Retribution,PS,1998.0,Action,Telstar,0.07,0.05,0.0,0.01,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9580,Sengoku Basara 3 Utage,Wii,2011.0,Action,Capcom,0.0,0.0,0.06,0.0,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9581,Spartan: Total Warrior,XB,2005.0,Action,Sega,0.1,0.03,0.0,0.0,0.13,73.0,26.168198060234815,7.7,29.0,Creative Assembly,M
9582,City Crisis,PS2,2001.0,Simulation,Take-Two Interactive,0.06,0.05,0.0,0.02,0.13,68.81214905564063,22.0,7.116133442712647,29.0,Syscom,E
9583,Zapper: One Wicked Cricket!,GC,2002.0,Platform,Infogrames,0.1,0.03,0.0,0.0,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9584,Smart Boy's Gameroom,DS,2007.0,Misc,505 Games,0.12,0.0,0.0,0.01,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Starfish SD,E
9585,Victorious: Time to Shine,X360,2011.0,Action,D3Publisher,0.12,0.0,0.0,0.01,0.13,68.81214905564063,26.168198060234815,7.116133442712647,29.0,High Voltage Software,E
9586,Star Wars: Clone Wars,XB,2003.0,Shooter,LucasArts,0.1,0.03,0.0,0.0,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9587,High Rollers Casino,XB,2004.0,Misc,Mud Duck Productions,0.1,0.03,0.0,0.0,0.13,68.81214905564063,26.168198060234815,7.7,29.0,Virtual Toys,E
9588,Advent Rising,XB,2005.0,Action,THQ,0.1,0.03,0.0,0.0,0.13,68.81214905564063,26.168198060234815,7.5,68.0,GlyphX Games,T
9589,Surf Riders,PS,1999.0,Sports,Ubisoft,0.07,0.05,0.0,0.01,0.13,68.81214905564063,22.0,7.116133442712647,156.67227235438884,ACOT,E
9590,Torino 2006,PS2,2006.0,Sports,Take-Two Interactive,0.06,0.05,0.0,0.02,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9591,Nobunaga no Yabou: Ranseiki,PS2,2002.0,Strategy,Tecmo Koei,0.0,0.0,0.06,0.0,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9592,Derby Stallion Advance,GBA,2002.0,Sports,Enterbrain,0.0,0.0,0.06,0.0,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9593,The X-Factor,PS3,2010.0,Misc,Deep Silver,0.0,0.1,0.0,0.03,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9594,Monopoly Party,GC,2002.0,Misc,Infogrames,0.1,0.03,0.0,0.0,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9595,Snood,GBA,2001.0,Puzzle,"Destination Software, Inc",0.09,0.03,0.0,0.0,0.13,68.81214905564063,22.0,7.116133442712647,156.67227235438884,Rebellion,E
9596,TOCA Race Driver 2: Ultimate Racing Simulator,XB,2004.0,Racing,Codemasters,0.09,0.03,0.0,0.0,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9597,Monster Jam: Urban Assault,PS2,2008.0,Racing,Activision,0.06,0.05,0.0,0.02,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Torus Games,E
9598,DT Racer,PS2,2005.0,Racing,XS Games,0.06,0.05,0.0,0.02,0.13,68.81214905564063,26.168198060234815,7.116133442712647,29.0,Axis Entertainment,E
9599,Soccer Tsuku: Pro Soccer Club o Tsukurou!,PS3,2013.0,Sports,Sega,0.0,0.0,0.06,0.0,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9600,World Cup Golf: Professional Edition,PS,1995.0,Sports,U.S. Gold,0.07,0.05,0.0,0.01,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9601,NBA 2K13,WiiU,2012.0,Sports,Take-Two Interactive,0.07,0.04,0.0,0.01,0.13,73.0,22.0,7.116133442712647,43.0,Visual Concepts,E
9602,Black Dawn,PS,1996.0,Simulation,Virgin Interactive,0.07,0.05,0.0,0.01,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9603,428: Fuusa Sareta Shibuya de,Wii,2008.0,Adventure,Sega,0.0,0.0,0.06,0.0,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9604,7 Wonders of the Ancient World,DS,2007.0,Puzzle,Funsta,0.1,0.01,0.0,0.01,0.13,68.81214905564063,22.0,7.7,48.0,Hot Lava Games,E
9605,Kelly Slater's Pro Surfer,GBA,2002.0,Sports,Activision,0.09,0.03,0.0,0.0,0.13,72.0,22.0,7.116133442712647,156.67227235438884,HotGen,E
9606,Top Shot Arcade,Wii,2011.0,Shooter,Activision,0.12,0.0,0.0,0.01,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Activision,T
9607,Warriors of Might and Magic,PS,2001.0,Adventure,3DO,0.07,0.05,0.0,0.01,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9608,Twister Mania,X360,2011.0,Misc,505 Games,0.1,0.01,0.0,0.01,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,"Majesco Games, Majesco",E
9609,Drome Racers,PS2,2002.0,Racing,Electronic Arts,0.06,0.05,0.0,0.02,0.13,68.81214905564063,22.0,7.116133442712647,156.67227235438884,Attention To Detail,E
9610,Gungnir: Mayari no Gunshin to Eiyuu Sensou,PSP,2011.0,Role-Playing,Atlus,0.07,0.0,0.04,0.01,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9611,X-Men: Next Dimension,GC,2002.0,Fighting,Activision,0.1,0.03,0.0,0.0,0.13,68.81214905564063,22.0,7.7,29.0,Exakt,T
9612,Dynasty Warriors 5 Empires,X360,2006.0,Action,Tecmo Koei,0.11,0.01,0.0,0.01,0.13,68.81214905564063,26.168198060234815,7.7,29.0,Omega Force,T
9613,Fuse (Insomniac),X360,2013.0,Shooter,Electronic Arts,0.09,0.03,0.0,0.01,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9614,WipeOut 3 The Game,WiiU,2012.0,Action,Activision,0.11,0.0,0.0,0.01,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9615,7th Dragon 2020-II,PSP,2013.0,Role-Playing,Sega,0.0,0.0,0.06,0.0,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9616,Doukyuusei 2,SAT,1997.0,Role-Playing,NEC Interchannel,0.0,0.0,0.06,0.0,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9617,Aikatsu! 365 Idol Days,3DS,2014.0,Adventure,Namco Bandai Games,0.0,0.0,0.06,0.0,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9618,SkullMonkeys,PS,1998.0,Platform,DreamWorks Interactive,0.07,0.05,0.0,0.01,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9619,Burnout,XB,2002.0,Racing,Acclaim Entertainment,0.09,0.03,0.0,0.0,0.13,73.0,22.0,7.116133442712647,29.0,Criterion Games,E
9620,Baroque,PS2,2007.0,Role-Playing,Rising Star Games,0.05,0.04,0.02,0.01,0.13,68.81214905564063,22.0,7.7,44.0,Sting,T
9621,SBK 2011: FIM Superbike World Championship,PS3,2011.0,Racing,Black Bean Games,0.01,0.09,0.0,0.03,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9622,Jurassic: The Hunted,X360,2009.0,Shooter,Activision,0.12,0.0,0.0,0.01,0.13,68.81214905564063,22.0,7.2,29.0,Activision,T
9623,Dynasty Warriors: Gundam Reborn,PSV,2013.0,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9624,Little Battlers eXperience: Wars,3DS,2013.0,Strategy,Level 5,0.0,0.0,0.06,0.0,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9625,DreamWorks Super Star Kartz,DS,2011.0,Racing,Activision,0.08,0.03,0.0,0.01,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Virtuos,E
9626,Hour of Victory,X360,2007.0,Shooter,Midway Games,0.1,0.01,0.0,0.01,0.13,68.81214905564063,26.168198060234815,7.116133442712647,40.0,Nfusion,T
9627,Indianapolis 500 Legends,Wii,2007.0,Racing,Destineer,0.12,0.0,0.0,0.01,0.13,68.81214905564063,22.0,7.116133442712647,29.0,Torus Games,E
9628,NBA Ballers: Phenom,XB,2006.0,Sports,Midway Games,0.09,0.03,0.0,0.0,0.13,70.0,23.0,7.116133442712647,156.67227235438884,Midway,E
9629,Shimano Xtreme Fishing,Wii,2009.0,Sports,Mastiff,0.12,0.0,0.0,0.01,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,eV Interactive,T
9630,Crash Tag Team Racing,XB,2005.0,Racing,Vivendi Games,0.09,0.03,0.0,0.0,0.13,69.0,22.0,7.7,29.0,Radical Entertainment,E10+
9631,Freedom Fighters,GC,2003.0,Shooter,Electronic Arts,0.1,0.03,0.0,0.0,0.13,73.0,22.0,7.7,29.0,Io Interactive,T
9632,Yu-Gi-Oh! GX: Tag Force,PSP,2006.0,Strategy,Konami Digital Entertainment,0.09,0.02,0.0,0.02,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9633,NBA 2K17,PS3,2016.0,Sports,Take-Two Interactive,0.06,0.04,0.0,0.02,0.13,68.81214905564063,26.168198060234815,7.116133442712647,29.0,2K Games,E
9634,Mega Man X Collection,GC,2006.0,Misc,Capcom,0.1,0.03,0.0,0.0,0.13,73.0,23.0,7.7,29.0,Capcom,E
9635,Left Brain Right Brain 2,DS,2008.0,Misc,Majesco Entertainment,0.12,0.0,0.0,0.01,0.13,68.81214905564063,22.0,7.116133442712647,156.67227235438884,Kokolo Corporation,E
9636,Detana TwinBee Yahho! Deluxe Pack,SAT,1995.0,Shooter,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9637,Last Ranker,PSP,2010.0,Role-Playing,Capcom,0.0,0.0,0.06,0.0,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9638,Quantum Redshift,XB,2002.0,Racing,Microsoft Game Studios,0.09,0.03,0.0,0.0,0.13,70.0,22.0,7.7,29.0,Curly Monsters,T
9639,The History Channel: Great Battles - Medieval,X360,2010.0,Strategy,Slitherine Software,0.08,0.04,0.0,0.01,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9640,Smash Court Tennis Pro Tournament 2,PS2,2004.0,Sports,Sony Computer Entertainment,0.06,0.05,0.0,0.02,0.13,73.0,26.168198060234815,7.7,29.0,Namco,E
9641,Brothers in Arms: Double Time,Wii,2008.0,Shooter,Ubisoft,0.11,0.0,0.0,0.01,0.13,68.81214905564063,22.0,7.116133442712647,29.0,Gearbox Software,M
9642,Legends of Wrestling II,XB,2002.0,Fighting,Acclaim Entertainment,0.09,0.03,0.0,0.0,0.13,68.81214905564063,22.0,7.116133442712647,156.67227235438884,Acclaim,T
9643,Power Pro Kun Pocket 13,DS,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9644,Armed and Dangerous,XB,2003.0,Shooter,LucasArts,0.09,0.03,0.0,0.0,0.13,73.0,26.168198060234815,7.2,29.0,Planet Moon Studios,T
9645,Football Manager 2012,PSP,2011.0,Sports,Sega,0.0,0.09,0.0,0.04,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9646,Project CARS,PC,2015.0,Racing,Slightly Mad Studios,0.0,0.12,0.0,0.01,0.13,73.0,26.168198060234815,7.116133442712647,156.67227235438884,Slightly Mad Studios,E
9647,Teenage Mutant Ninja Turtles: Arcade Attack,DS,2009.0,Action,Ubisoft,0.12,0.0,0.0,0.01,0.13,68.81214905564063,22.0,7.116133442712647,29.0,Ubisoft,E10+
9648,World Soccer Winning Eleven 2002,PS,2002.0,Sports,Konami Digital Entertainment,0.0,0.0,0.06,0.01,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9649,Actua Tennis,PS,1997.0,Sports,Gremlin Interactive Ltd,0.07,0.05,0.0,0.01,0.13,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9650,Monster Truck Madness,GBA,2003.0,Racing,THQ,0.09,0.03,0.0,0.0,0.12,73.0,22.0,7.116133442712647,156.67227235438884,Tantalus Interactive,E
9651,Resident Evil,PS3,2006.0,Action,Capcom,0.0,0.0,0.06,0.0,0.12,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9652,Sonic Jam,SAT,1997.0,Platform,Sega,0.0,0.0,0.06,0.0,0.12,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9653,Puella Magi Madoka Magica Portable,PSP,2012.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.06,0.0,0.12,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9654,Peter Jacobsen's Golden Tee Golf,PS,2000.0,Sports,Infogrames,0.07,0.05,0.0,0.01,0.12,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9655,Space Bust-A-Move,DS,2008.0,Puzzle,Square Enix,0.1,0.02,0.0,0.01,0.12,71.0,22.0,7.116133442712647,156.67227235438884,Taito Corporation,E
9656,Avatar: The Last Airbender - Into the Inferno,DS,2008.0,Adventure,THQ,0.11,0.01,0.0,0.01,0.12,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9657,Deadpool,XOne,2015.0,Action,Activision,0.09,0.03,0.0,0.01,0.12,68.81214905564063,26.168198060234815,7.116133442712647,29.0,High Moon Studios,M
9658,Disney's Atlantis: The Lost Empire,GBA,2001.0,Platform,THQ,0.09,0.03,0.0,0.0,0.12,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,3d6 Games,E
9659,Nippon Daihyou Team no Kantoku ni Narou! Sekaihatsu Soccer RPG,SAT,1998.0,Sports,Sega,0.0,0.0,0.06,0.0,0.12,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9660,Just Cause 2,PC,2010.0,Action,Square Enix,0.0,0.1,0.0,0.02,0.12,73.0,26.168198060234815,7.7,156.67227235438884,Avalanche Studios,M
9661,Crush3D,3DS,2012.0,Platform,Sega,0.07,0.04,0.0,0.01,0.12,71.0,26.168198060234815,7.4,29.0,Zoe Mode,E10+
9662,LEGO Marvel's Avengers,PSV,2016.0,Action,Warner Bros. Interactive Entertainment,0.02,0.07,0.0,0.03,0.12,68.81214905564063,26.168198060234815,7.116133442712647,29.0,TT Games,E10+
9663,High Velocity: Mountain Racing Challenge,SAT,1995.0,Racing,Atlus,0.0,0.0,0.06,0.0,0.12,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9664,NeverDead,PS3,2012.0,Shooter,Konami Digital Entertainment,0.06,0.04,0.01,0.02,0.12,68.81214905564063,26.168198060234815,7.116133442712647,47.0,Rebellion,M
9665,Capcom vs. SNK 2: Millionaire Fighting 2001,DC,2001.0,Fighting,Capcom,0.0,0.0,0.06,0.0,0.12,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9666,Criticom,PS,1996.0,Fighting,Vic Tokai,0.07,0.05,0.0,0.01,0.12,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9667,Mega Man X: Command Mission,GC,2004.0,Role-Playing,Capcom,0.1,0.02,0.0,0.0,0.12,68.81214905564063,22.0,7.3,29.0,Capcom,E
9669,SCORE International Baja 1000: The Official Game,X360,2008.0,Racing,Activision,0.11,0.01,0.0,0.01,0.12,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9670,Deepak Chopra's Leela,Wii,2011.0,Misc,THQ,0.1,0.01,0.0,0.01,0.12,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Curious Pictures,E
9671,Need for Speed: ProStreet,DS,2007.0,Racing,Electronic Arts,0.11,0.01,0.0,0.01,0.12,73.0,22.0,7.4,29.0,Exient Entertainment,E
9672,DiRT Rally,XOne,2016.0,Racing,Codemasters,0.04,0.08,0.0,0.01,0.12,73.0,22.0,7.7,60.0,Codemasters,E
9673,NHL 2K7,PS3,2006.0,Sports,Take-Two Interactive,0.11,0.0,0.0,0.01,0.12,73.0,24.0,7.116133442712647,29.0,Kush Games,E10+
9674,Go Play: Circus Star,Wii,2009.0,Action,Majesco Entertainment,0.12,0.0,0.0,0.01,0.12,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,N-Fusion Interactive Entertainment Corp.,E10+
9675,Worms 3D,PS2,2003.0,Strategy,Sega,0.06,0.05,0.0,0.02,0.12,70.0,26.168198060234815,7.7,29.0,Team 17,T
9676,Gladiator Begins,PSP,2010.0,Action,PQube,0.05,0.01,0.05,0.01,0.12,68.81214905564063,22.0,7.7,29.0,Acquire,M
9677,Clock Tower: The First Fear,PS,1997.0,Adventure,Human Entertainment,0.0,0.0,0.06,0.01,0.12,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9678,Sleeping Dogs,PC,2012.0,Action,Square Enix ,0.06,0.05,0.0,0.01,0.12,73.0,23.0,7.7,156.67227235438884,United Front Games,M
9679,Kidou Senshi Gundam Seed Battle Destiny,PSV,2012.0,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.12,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9680,Diner Dash: Sizzle & Serve,PSP,2007.0,Puzzle,Eidos Interactive,0.11,0.0,0.0,0.01,0.12,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9681,Impossible Mission,DS,2007.0,Platform,System 3 Arcade Software,0.11,0.0,0.0,0.01,0.12,68.81214905564063,22.0,7.116133442712647,29.0,System 3,E
9682,"Kilari: Na-san, Mon Meilleur Ami",DS,2006.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.12,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9683,Strikers 1945,PS,1998.0,Shooter,Midas Interactive Entertainment,0.07,0.05,0.0,0.01,0.12,68.81214905564063,22.0,7.7,29.0,Psikyo,E
9684,Ochaken no Heya DS,DS,2006.0,Simulation,MTO,0.0,0.0,0.06,0.0,0.12,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9685,Fire ProWrestling S: 6Men Scramble,SAT,1996.0,Fighting,Human Entertainment,0.0,0.0,0.06,0.0,0.12,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9686,Galidor: Defenders of the Outer Dimension,GBA,2002.0,Action,Electronic Arts,0.09,0.03,0.0,0.0,0.12,68.81214905564063,22.0,7.116133442712647,156.67227235438884,Tiertex Design Studios,E
9687,Pryzm Chapter One: The Dark Unicorn,PS2,2002.0,Adventure,TDK Mediactive,0.06,0.05,0.0,0.02,0.12,68.81214905564063,22.0,7.116133442712647,29.0,Digital Illusions,T
9688,Gundam Battle Royale,PSP,2006.0,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.12,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9689,F1 2016 (Codemasters),XOne,2016.0,Racing,Codemasters,0.03,0.08,0.0,0.01,0.12,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9690,Eat Lead: The Return of Matt Hazard,X360,2009.0,Shooter,D3Publisher,0.1,0.01,0.0,0.01,0.12,68.81214905564063,26.168198060234815,7.116133442712647,29.0,Vicious Cycle,T
9691,Karaoke Revolution,X360,2009.0,Misc,Konami Digital Entertainment,0.12,0.0,0.0,0.01,0.12,68.81214905564063,22.0,7.116133442712647,156.67227235438884,Blitz Games Studios,T
9692,Zen-Nippon Pro Wrestling: Ouja no Kon,PS,1999.0,Fighting,Human Entertainment,0.0,0.0,0.06,0.01,0.12,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9693,NASCAR 2005: Chase for the Cup,GC,2004.0,Racing,Electronic Arts,0.1,0.02,0.0,0.0,0.12,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9694,Are You Smarter than a 5th Grader? Game Time,X360,2009.0,Puzzle,THQ,0.12,0.0,0.0,0.01,0.12,68.81214905564063,26.168198060234815,7.116133442712647,29.0,ImaginEngine,E
9695,"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 12: CR Shinseiki Evangelion - Shito, Futatabi",PS2,2008.0,Misc,D3Publisher,0.0,0.0,0.06,0.0,0.12,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9696,Guilty Gear X,PS2,2001.0,Fighting,Sammy Corporation,0.06,0.05,0.0,0.02,0.12,73.0,22.0,7.7,29.0,Arc System Works,T
9697,Obscure: The Aftermath,Wii,2008.0,Action,Playlogic Game Factory,0.11,0.0,0.0,0.01,0.12,68.81214905564063,22.0,7.7,29.0,Hydravision,M
9698,One Piece: Pirate Warriors 2,PSV,2013.0,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.12,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9699,Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,3DS,2014.0,Misc,Namco Bandai Games,0.0,0.0,0.06,0.0,0.12,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9700,NHL 2002,GBA,2002.0,Sports,Electronic Arts,0.09,0.03,0.0,0.0,0.12,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,BudCat,E
9701,Mugen no Frontier: Super Robot Taisen OG Saga EXCEED,DS,2010.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.06,0.0,0.12,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9702,Etrian Odyssey V,3DS,2016.0,Role-Playing,Atlus,0.0,0.0,0.06,0.0,0.12,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9703,Disney's PK: Out of the Shadows,PS2,2002.0,Platform,Ubisoft,0.06,0.05,0.0,0.02,0.12,68.81214905564063,22.0,7.116133442712647,29.0,Ubisoft,E
9704,Wild Earth: African Safari,Wii,2008.0,Simulation,Majesco Entertainment,0.1,0.02,0.0,0.01,0.12,68.81214905564063,22.0,7.116133442712647,156.67227235438884,Super X Studios,E
9705,Echo Night,PS,1998.0,Adventure,From Software,0.03,0.02,0.06,0.01,0.12,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9706,Wild ARMs 5 (jp sales),PS2,2006.0,Role-Playing,505 Games,0.0,0.0,0.06,0.0,0.12,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9708,Colony Wars III: Red Sun,PS,2000.0,Simulation,Psygnosis,0.07,0.05,0.0,0.01,0.12,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9709,Magic: The Gathering - Battlemage,PS,1997.0,Strategy,Acclaim Entertainment,0.07,0.05,0.0,0.01,0.12,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9711,Backyard Baseball '09,DS,2008.0,Sports,Atari,0.11,0.0,0.0,0.01,0.12,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Humongous Entertainment,E
9712,James Bond 007: Legends,WiiU,2012.0,Shooter,Activision,0.06,0.05,0.0,0.01,0.12,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9713,Conception II: Children of the Seven Stars,3DS,2013.0,Role-Playing,Screenlife,0.09,0.0,0.03,0.01,0.12,68.81214905564063,22.0,7.7,44.0,Spike,M
9714,The King of Fighters '94,NG,1994.0,Fighting,SNK,0.0,0.0,0.06,0.0,0.12,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
9715,DS Yamamura Misa Suspense: Maiko Kogiku - Kisha Katherine - Sougiya Isa Akashi - Koto ni Maru Hana Sanrin: Kyoto Satujin Jinken File,DS,2008.0,Adventure,Tecmo Koei,0.0,0.0,0.06,0.0,0.12,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
